custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688036_1206947132_glm4_dewrap_join_chunk_0020,688036,传音控股,1206947132,20,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6388,5923,3852,3852,24,3852,305,305,"传音控股功能机核心技术包括本地化硬件深度定制、跨平台一键换机、非洲语言库、多卡设置、高品质音乐响度、Camera模组、显示屏、防水防腐蚀、内置数据压缩和内存优化，均披露为新兴市场技术领先。公司储备项目围绕充电、音频、语音、物联网、5G、广告流量管理、折叠屏、全面屏、升降摄像头、人工智能视觉、智能客服、内存读写、数据采集和场景推荐等方向展开。主要项目处于概念开发或技术产品研发阶段，单项研发预算从900万元至4,800万元不等，其中人工智能语音3,600万元、SSP流量管理4,800万元、广告平台CTR预估4,200万元、5G手机射频技术4,200万元。项目总体延续面向非洲、印度等新兴市场的本地化技术路线。",153,98,98,0,5,3,10,49,24,7,31,0.3163265306122449,4,-27,3.0714285714285716,
688036_1206947132_glm4_dewrap_join_chunk_0021,688036,传音控股,1206947132,21,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6819,6318,3973,3973,24,3973,246,246,"公司多个在研项目均为自主研发并定位新兴市场领先，涵盖低功耗、性能优化、AMOLED盲孔摄像头、应用差分升级、云端数据仓库、深肤色计算机视觉、深肤色拍照算法、新材料和智能云端系统等，单项预算约1,500万元至8,100万元。报告期核心技术产品收入分别为104.22亿元、191.35亿元、214.29亿元和96.99亿元，占主营业务收入95.40%至97.68%，年复合增长率43.39%。核心技术应用于TECNO、Infinix及itel部分系列手机，并获得政府补助合计3,287.33万元。",123,72,72,0,8,13,15,17,15,4,19,0.2638888888888889,3,-16,2.4166666666666665,
688036_1206947132_glm4_dewrap_join_chunk_0022,688036,传音控股,1206947132,22,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6451,6052,3891,3891,24,3891,284,284,"公司新闻聚合应用在尼日利亚、肯尼亚等国家新闻APP排名前5，短视频应用分类排名前3；2016年至2018年非洲市场占有率由33.73%升至48.71%，连续3年第一。报告期营业收入为116.37亿元、200.44亿元、226.46亿元和105.04亿元，综合毛利率为20.59%、20.97%、24.45%和29.16%。公司核心技术形成专利630项，受理专利1,655件，其中发明专利1,064件，在研项目34项；研发费用为3.85亿元、5.98亿元、7.12亿元和3.49亿元，占收入约2.99%至3.32%。截至签署日研发人员1,500多人，本科及以上近90%。",142,78,78,0,7,12,16,18,18,7,25,0.32051282051282054,4,-21,2.628205128205128,
688036_1206947132_glm4_dewrap_join_chunk_0023,688036,传音控股,1206947132,23,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6743,6311,3975,3975,24,3975,273,273,公司多项核心技术具备专利和软著支撑，其中智能用户场景识别和预测技术申请专利259件，通用数据管理技术授权及申请专利100件，深度定制本地化操作系统授权及申请专利412件。公司核心技术人员报告期内稳定，未发生重大变化，并通过技术合作、人才培养、绩效激励、知识产权和保密制度维护创新机制。公司将大数据、云计算、互联网技术与移动终端结合，形成OS系统、深肤色摄像算法、摄像模组、快充及用户行为策略系统。与同行相比，公司在深肤色拍照、硬件新材料、大数据行为分析和OS及移动互联网服务四类技术上披露了准确率、样本量、快充、防腐蚀、数据模型、用户规模等指标。,137,83,83,0,8,16,18,16,19,6,25,0.30120481927710846,4,-21,2.4819277108433737,
688036_1206947132_glm4_dewrap_join_chunk_0024,688036,传音控股,1206947132,24,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,2018,1965,1085,1085,24,1085,255,255,公司针对非洲电力不稳定、高温高湿和多汗液环境进行硬件新材料创新，并依托深肤色用户数据库开发契合当地通信水平和用户习惯的OS系统及移动互联网应用。2016年至2018年，公司非洲市场占有率由33.73%升至48.71%，连续3年第一；报告期非洲收入为96.06亿元、150.58亿元、171.40亿元和81.71亿元，年复合增长率33.58%，占主营业务收入76.86%至88.62%。截至签署日，公司下属境外子公司含香港合计70家，手机产品全部出口海外，销售区域集中在非洲、南亚、东南亚、中东和南美等新兴市场。,128,48,48,0,5,13,12,10,6,2,8,0.16666666666666666,4,-4,2.1041666666666665,
688098_1206999088_glm4_dewrap_join_chunk_0001,688098,申联生物,1206999088,1,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6639,6208,3990,3990,14,3990,257,257,"公司从事兽用生物制品研发、生产和销售，主要产品为猪口蹄疫疫苗，2016-2018年在国内猪口蹄疫合成肽疫苗市场占有率均为第一，2018年占有率62.79%，核心单品销售额排名第一、第一、第三。公司2004年取得国内外首个口蹄疫合成肽疫苗国家一类新兽药注册证书，2016年参与项目获国家科技进步二等奖，累计拥有5项新兽药注册证书、62项专利。报告期主营收入来自两类合成肽疫苗，2016-2018年分别为26,770.54万元、30,194.13万元、27,506.36万元，2019年上半年为13,038.38万元。",129,88,88,0,6,31,18,18,12,3,15,0.17045454545454544,3,-12,2.090909090909091,
688098_1206999088_glm4_dewrap_join_chunk_0002,688098,申联生物,1206999088,2,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6888,6468,3999,3999,14,3999,229,229,面对“先打后补”政策，公司自2016年开始组建市场销售部和技术支持部，建立覆盖全国主要养殖省份的直销技术服务网络，包含26个省级技术服务中心，并提供疫病检测诊断、防控指导、免疫效果监测等服务。公司同时拥有猪口蹄疫O型、A型二价灭活疫苗和二价合成肽疫苗新兽药注册证书，是国内唯一生产猪口蹄疫O型、A型二价合成肽疫苗的企业。公司产品持续迭代，2007年首家实现合成肽疫苗产业化，2014年首家产业化三组份产品，2018年研发国内首个猪用O型、A型二价合成肽疫苗。,115,92,92,0,7,35,23,15,10,2,12,0.13043478260869565,3,-9,1.9130434782608696,
688098_1206999088_glm4_dewrap_join_chunk_0003,688098,申联生物,1206999088,3,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6588,6269,3800,3800,14,3800,142,142,公司建立成品放行审核、冷链运输、二维码追溯、人员持证和安全生产管理体系，疫苗需经批生产与批检验记录复审、企业三级核对签字并取得中监所批签发后方可放行销售。2016年1月1日至2019年7月初，公司未发生产品质量纠纷、一般及以上生产安全事故，未因兽药管理或安全生产相关事项受到行政处罚。,71,76,76,0,5,45,15,8,3,0,3,0.039473684210526314,2,-1,1.4605263157894737,
688098_1206999088_glm4_dewrap_join_chunk_0004,688098,申联生物,1206999088,4,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6571,6151,3996,3996,14,3996,212,212,公司所处细分行业为口蹄疫疫苗行业，2017年我国兽用生物制品销售额133.64亿元，其中猪用生物制品52.64亿元、占39.39%，口蹄疫疫苗市场规模41亿元、约占兽用生物制品31%。2018年申联生物猪口蹄疫疫苗收入2.75亿元，毛利率80.16%，净资产收益率14.04%，业务规模小于综合型同行但猪用生物制品位居前列。2018年我国口蹄疫疫苗市场规模37.49亿元，行业趋势包括多价多联疫苗、产学研合作和新型疫苗研发。,106,84,84,0,8,53,13,5,5,0,5,0.05952380952380952,3,-2,1.3571428571428572,
688098_1206999088_glm4_dewrap_join_chunk_0005,688098,申联生物,1206999088,5,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6302,5815,3898,3898,14,3898,214,214,公司立足口蹄疫疫苗并布局猪圆环疫苗等猪用生物制品，现并行销售猪口蹄疫O型合成肽疫苗和O型、A型二价合成肽疫苗，O型、A型二价灭活疫苗已取得国家一类新兽药注册证书并处于试生产阶段。公司2007年国内首家实现口蹄疫合成肽疫苗产业化，已产业化多代O型及O型、A型二价合成肽疫苗。2016-2018年公司在国内猪口蹄疫合成肽疫苗市场占有率均第一，2018年为62.79%；国内口蹄疫疫苗领域仅有4项国家一类新兽药注册证书，公司拥有2项。,107,91,91,0,6,25,18,20,16,6,22,0.24175824175824176,3,-19,2.3626373626373627,
688098_1206999088_glm4_dewrap_join_chunk_0006,688098,申联生物,1206999088,6,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6052,5531,3857,3857,14,3857,270,270,申联生物同时拥有猪口蹄疫O型、A型二价灭活疫苗和二价合成肽疫苗新兽药注册证书，是国内唯一生产销售二价合成肽疫苗的企业；其联合研制的二价灭活疫苗为国内外首例采用反向遗传技术定向设计种毒的猪用二价灭活疫苗。公司在2016年度国家科技进步二等奖中为第三完成单位，首创工业化固相口蹄疫抗原多肽合成技术体系，合作开发2种合成肽疫苗，至2015年11月实现销售收入15.32亿元。公司合成肽疫苗研发投入约0.85亿元，相关技术实现合成产率≥90%、抗原纯度≥95%、杂质去除率≥99.0%，创制的猪口蹄疫O型合成肽疫苗PD50为11.84-15.59。,135,86,86,0,9,22,18,19,14,4,18,0.20930232558139536,3,-15,2.2209302325581395,
688098_1206999088_glm4_dewrap_join_chunk_0007,688098,申联生物,1206999088,7,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6421,5917,3769,3769,14,3769,344,344,"2016-2018年申联生物收入分别为26,770.54万元、30,194.13万元和27,506.36万元，2017年收入增长12.79%，政府采购收入增长2,144.35万元、直销增长1,279.23万元。公司研发中心2018年被认定为上海市市级企业技术中心，并获得国家科技进步二等奖、高新技术企业等荣誉。2016-2018年公司在国内猪口蹄疫合成肽疫苗市场占有率均为第一，2018年占有率62.79%，拥有国内口蹄疫疫苗领域4项国家一类新兽药注册证书中的2项。报告期公司产能为40,000万头份、40,000万头份、40,000万头份和2019年上半年20,000万头份，2019年上半年二价合成肽疫苗销售3,567.52万毫升、收入5,015.73万元，销售均价1.41元/头份。",172,79,79,0,6,18,19,18,14,4,18,0.22784810126582278,4,-14,2.3544303797468356,
688098_1206999088_glm4_dewrap_join_chunk_0008,688098,申联生物,1206999088,8,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6649,6139,3957,3957,14,3957,294,294,"公司销售集中于中原、华东和西南区域，2019年上半年三者收入占比分别为30.33%、20.28%和16.75%，与主要畜牧养殖区域一致。截至2019年7月12日，公司已在14个省中数量标，中标总量14,720.58万毫升，分别达到2018年全年数量标个数和中标总量的93.33%、89.13%，并在10个省取得资格标。报告期前五大客户销售占主营业务收入比例为51.22%、46.13%、45.48%和48.28%，不存在单一客户销售比例超过50%或严重依赖少数客户情形。公司直接销售规模较小，占主营业务收入的1.29%、5.38%、5.20%和0.64%，主要直销客户均经营猪的生产养殖。",147,71,71,0,8,14,22,13,11,3,14,0.19718309859154928,4,-10,2.1971830985915495,
688098_1206999088_glm4_dewrap_join_chunk_0009,688098,申联生物,1206999088,9,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6330,5634,3977,3977,14,3977,329,329,"公司主要原材料为50V2/50VC、NMP、保护氨基酸、疫苗瓶和哌啶等，报告期主要原材料采购小计占原材料采购总额的87.87%、86.55%、85.69%和2019年上半年44.29%。50V2/50VC仅向赛彼科采购，采购金额分别为1,527.55万元、1,754.87万元、1,608.01万元和111.03万元；NMP仅向上海勇胜化工采购，金额分别为901.68万元、801.20万元、707.89万元和201.87万元。2018年产量下降导致50V2/50VC期末库存701.62万元，满足2019年上半年生产需求。报告期前五名供应商采购占比分别为87.27%、88.22%、87.36%和46.45%，不存在单个供应商采购比例超过50%或关联关系。",165,70,70,0,6,15,20,15,12,2,14,0.2,4,-10,2.257142857142857,
688098_1206999088_glm4_dewrap_join_chunk_0010,688098,申联生物,1206999088,10,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5882,5188,3708,3708,14,3708,275,275,"公司主要供应商均已合作5年以上，赛彼科向公司提供50V2和50VC佐剂，上海勇胜供应NMP，默克化工、吉尔生化和西格玛奥德里奇供应氨基酸及合成试剂，湖州维诺供应疫苗瓶，公司不存在异常采购。截至2019年6月30日，公司固定资产账面原值28,012.80万元、净值19,436.36万元，成新率69.38%，其中房屋建筑物净值14,794.20万元。公司已取得2宗土地使用权，使用面积合计139,725.40平方米，上海江川东路48号房产及土地设置3,300万元抵押。截至招股说明书签署日，公司拥有18项发明专利、40项实用新型专利和4项外观设计专利。",138,58,58,0,7,13,18,10,8,2,10,0.1724137931034483,4,-6,2.086206896551724,
688098_1206999088_glm4_dewrap_join_chunk_0011,688098,申联生物,1206999088,11,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6013,5342,3988,3988,14,3988,239,239,申联生物披露多项与口蹄疫合成肽疫苗、油佐剂疫苗检测、合成肽生产纯化及灌装相关的专利，专利权人主要为发行人，部分口蹄疫病毒A型抗原多肽及疫苗专利由发行人与兰研所共有，另有一项基于合成肽的紧急疫苗受让自UBI。公司已有10项第5类商标和1项包装盒设计著作权，并持有口蹄疫合成肽疫苗生产线的兽药生产许可证、兽药GMP证书及实验动物使用许可证。公司共取得5项新兽药注册证书，涵盖猪口蹄疫O型合成肽疫苗、O型A型二价灭活疫苗、O型A型二价合成肽疫苗及禽流感H7亚型RT-PCR检测试剂盒。,120,86,86,0,6,2,14,35,24,5,29,0.3372093023255814,3,-26,2.9767441860465116,
